Token.ID	Context	Variant	Recipient.lemma	Theme.lemma	Recipient.type	Theme.type	Recipient.cluster_number	Recipient.silhouette	cluster_combo	Recipient.medoid_label	Theme.cluster_number	Theme.silhouette	Theme.medoid_label	Recipient.medoid	Theme.medoid	tree_cluster
dat-3272	A: -- a magazine that only talks about other, ex-, excerpts from the WORLD PRESS, which sort of gives you a different slant, than, it's not as slanted as the NEW YORK TIMES or as biased perhaps as the local paper.	ditransitive	you/pp	slant/nn	P	N	7	0.17207849	everybody/pn-doubt/nn	everybody/pn	9	0.28037843	doubt/nn	everybody/pn	doubt/nn	5
dat-3273	B: And I took it back home, and it's, [laughter] #can't, kept, plugs along. But, uh,# //A: #Yeah, they always try to give you a song and dance.# //B: But, my son's, uh, o-, one of my sons and a couple of his friends this year have {voices fade},	ditransitive	you/pp	song/nn	P	N	7	0.17207849	everybody/pn-book/nn	everybody/pn	13	0.3673494	book/nn	everybody/pn	book/nn	5
dat-3274	A: That sounds good. //B: Yeah, it's real funny because my husband, um, gives me trouble still [noise] about getting COSMOPOLITAN, and,	ditransitive	me/pp	trouble/nn	P	N	7	0.44839486	everybody/pn-these/dd	everybody/pn	14	-0.11861191	these/dd	everybody/pn	other	5
dat-3275	B: stuff [laughter] and then that lasts for about a week [laughter]. //A: Yeah. //B: And then I'm like, give me the blue cheese dressing.	ditransitive	me/pp	dressing/nn	P	N	7	0.44839486	everybody/pn-orange/nn	everybody/pn	11	0.33060753	orange/nn	everybody/pn	orange/nn	5
dat-3276	A: [Laughter] I want a burrito [laughter]. //B: Yeah, yeah. give me some more refried beans.	ditransitive	me/pp	bean/nn	P	N	7	0.44839486	everybody/pn-orange/nn	everybody/pn	11	0.749294	orange/nn	everybody/pn	orange/nn	5
dat-3277	B: Well, that's what we did for Christmas as a matter of fact for all our friends and family. We gave them the hand painted sweatshirts and thank goodness my husband helped me with it.	ditransitive	them/pp	sweatshirt/nn	P	N	7	0.2620939	everybody/pn-bag/nn	everybody/pn	8	0.48436826	bag/nn	everybody/pn	bag/nn	5
dat-3279	B: -- and I get paid very little but, uh, you know, I try to use that money for food mo-, Jim gives me a certain amount money. You know, we just transfer it -- //A: Yeah. Uh-huh.	ditransitive	me/pp	money/nn	P	N	7	0.44839486	everybody/pn-discount/nn	everybody/pn	0	0.5298119	discount/nn	everybody/pn	discount/nn	5
dat-3280	A: Well, sort of early on especially as our children got a little bit bigger, uh, we invested in some stacking, uh, cots, you know, that were like bunk, bunk beds, but they were cots, fold up cots. That really gave us a lot more space, um, floor space and, [sigh] so, you did not have to be constantly getting things off the floor in order to walk around and,	ditransitive	us/pp	space/nn	P	N	7	0.17421363	everybody/pn-plant/nn	everybody/pn	6	0.32810825	plant/nn	everybody/pn	plant/nn	5
dat-3281	B: -- so, uh, but I, we have a partner in this deal, and he's from the north, so he was the one that, and it gave us a lot more space, you know, it gave us double the space.	ditransitive	us/pp	space/nn	P	N	7	0.17421363	everybody/pn-plant/nn	everybody/pn	6	0.32810825	plant/nn	everybody/pn	plant/nn	5
dat-3282	B: -- a little hill, you know. That was a good idea to give us a lot more space for the money.	ditransitive	us/pp	space/nn	P	N	7	0.17421363	everybody/pn-plant/nn	everybody/pn	6	0.32810825	plant/nn	everybody/pn	plant/nn	5
dat-3283	B: But it, it, we-, if I remember back to when I had a child, they give you a [laughter] lot of exercise. //A: They sure do, yeah, my daughter,	ditransitive	you/pp	exercise/nn	P	N	7	0.17207849	everybody/pn-drug/nn	everybody/pn	1	0.48914617	drug/nn	everybody/pn	drug/nn	5
dat-3284	B: -- which didn't give him a lot of leeway. Once they were in the band, uh, he had a very difficult time replacing them no matter how they were performing at that particular season. And, uh, he ended up with some very unusual characters in that, that organization. It was easy to tell that just from the rehearsal time. But, uh, anyway, what were you going to tell me about your	ditransitive	him/pp	leeway/nn	P	N	7	0.46108976	everybody/pn-power/nn	everybody/pn	12	0.30180526	power/nn	everybody/pn	power/nn	5
dat-3285	B: No, I never have. Um, she could do better, I'm sure, on some things, and, um, I know it's still not to late to do that if I really feel like I need to. But I just need to give her time, um, you know, working with her, and I know how to do that pretty much on my own. It's just a matter of disciplining myself on making sure we cover a few things, but she knows the real basics. She's potty trained, and she, uh, comes when we call her and she'll roll over and she'll sit and she'll put her foot up to shake hands.	ditransitive	her/pp	time/nn	P	N	7	0.21008055	everybody/pn-half/nn	everybody/pn	3	0.65899897	half/nn	everybody/pn	half/nn	5
dat-3286	@@B: Well, listen, I've enjoyed talking. I, I'm sure that the switchboard will probably give us that sign off message very shortly anyway. //A: Okay.	ditransitive	us/pp	message/nn	P	N	7	0.17421363	everybody/pn-book/nn	everybody/pn	13	0.13582645	book/nn	everybody/pn	book/nn	5
dat-3287	B: -- and they have more fun with that. //A: What do they use for bait? //B: Oh, usually I'll buy them a thing of worms or a lot of times I just give them a piece of bacon and they're t-, they'll tear up bacon -- //A: Yeah.	ditransitive	them/pp	piece/nn	P	N	7	0.2620939	everybody/pn-these/dd	everybody/pn	14	0.18788736	these/dd	everybody/pn	these/dd	5
dat-3288	A: I bet the mayonnaise in there makes it really, #kind of gives it a# -- //B: #Yeah, it gives it a, an extra# -- //A: -- #tang that would be good.# //B: -- #yeah, little tang.#	ditransitive	it/pp	tang/nn	P	N	14	0.4634987	it/pp-orange/nn	it/pp	11	0.75635105	orange/nn	it/pp	orange/nn	6
dat-3289	B: I've never really written it down, but they never give me any specs on it, I've just [child_talking] kind of had a variance of it, you know, every time I go in, and it gets pretty close. You've just got to watch how much spinach you put in there. You've got to put it a little bit at a time. It should be a, uh,	ditransitive	me/pp	specs/nn	P	N	7	0.44839486	everybody/pn-live/nn	everybody/pn	10	0.36903945	live/nn	everybody/pn	live/nn	5
dat-3290	A: And she's on the yearbook staff and things like that so I can help her with that and she gives me ideas for my writing too #so.# //B: #Uh-huh.#	ditransitive	me/pp	ideas/nn	P	N	7	0.44839486	everybody/pn-live/nn	everybody/pn	10	0.28133678	live/nn	everybody/pn	live/nn	5
dat-3291	creative, //B: [Laughter]. //A: but not the ones that give me the ability to be. //B: That's right. //A: So, I always try.	ditransitive	me/pp	ability/nn	P	N	7	0.44839486	everybody/pn-power/nn	everybody/pn	12	0.34414843	power/nn	everybody/pn	power/nn	5
dat-3292	radio shows here in the Dallas market regarding income taxes, make sure every one pays the right amount. And I am convinced that, uh, most people try to, uh-huh, cheat ever so slightly on their tax returns, only because, uh, the way the I R S does things. They're not going to give you any breaks. I mean, they, they encourage you to cheat, because if you should get audited, they're going to get you for everything and some more on top of that. //A: And then they're going to tax you on that for, or they're going to give you an interest on it --	ditransitive	you/pp	interest/nn	P	N	7	0.17207849	everybody/pn-power/nn	everybody/pn	12	0.28036192	power/nn	everybody/pn	power/nn	5
dat-3293	B: Well, maybe that's what you ought to get them for Christmas #[laughter].# //A: #Yeah, really. Well, actually,# I think one year several years ago I did give them a, a subscription to TIME -- //B: Uh-huh. //A: -- and they never said a word about it #you know,#	ditransitive	them/pp	subscription/nn	P	N	7	0.2620939	everybody/pn-book/nn	everybody/pn	13	0.4436964	book/nn	everybody/pn	book/nn	5
dat-3294	A: -- so we had to, we had to give him a tomato, tomato juice bath, and, uh, get him cleaned up, //B: Yeah, they um, ours would still back up to the dog or cat when he got mad and try to perfume them, but --	ditransitive	him/pp	bath/nn	P	N	7	0.46108976	everybody/pn-bag/nn	everybody/pn	8	-0.025707996	bag/nn	everybody/pn	other	5
dat-3295	A: #[Laughter]# Oh, I know, I know so, but I would like so much for these Rangers to get their act together and give , um, [lipsmack] oh, uh, Nolan Ryan the support he needs.	ditransitive	ryan/np	support/nn	N	N	3	0.05853864	wife/nn-power/nn	wife/nn	12	0.36903194	power/nn	wife/nn	power/nn	6
dat-3296	B: Here, here are your choices. You can be a doctor, a lawyer, an architect, uh, he gave me a list of choices, all, you know, the different professions, and I was kind of like, I didn't even know, you know,	ditransitive	me/pp	list/nn	P	N	7	0.44839486	everybody/pn-book/nn	everybody/pn	13	0.258442	book/nn	everybody/pn	book/nn	5
dat-3297	@B: Well, to be honest, they didn't really do a lot. I mean, my dad sat me down, I guess in junior high, and said, um, that, I guess they had called him from the school and, you know, when they start giving you all those standardized tests and everything, and, you know, Dad said, well, you know, you're a smart kid, so you're going to college and you're going to graduate school. So decide now, what do you want to be.	ditransitive	you/pp	test/nn	P	N	7	0.17207849	everybody/pn-drug/nn	everybody/pn	1	0.26896137	drug/nn	everybody/pn	drug/nn	5
dat-3298	A:  But, this is a extra long one. //B:  What's that? //A:  They're giving us a lot of time [laughter]. //B:  Oh, yeah. //A:  [Laughter].	ditransitive	us/pp	time/nn	P	N	7	0.17421363	everybody/pn-half/nn	everybody/pn	3	0.65899897	half/nn	everybody/pn	half/nn	5
dat-3299	A: It's called HOOK. It's, //B: HOOK, yes. Again, I've heard mixed reviews on that, you know. I think this morning K R L D had a, gave it a, a six or something, which for him is probably pretty good. //A: Well, the newspaper suggested,	ditransitive	it/pp	six/nn	P	N	14	0.4634987	it/pp-referrals/nn	it/pp	2	0.22758709	referrals/nn	it/pp	referrals/nn	6
dat-3301	A: To give them the care they need. //B: Uh-huh, that's true. If you have to work, you know, you don't have a choice.	ditransitive	them/pp	care/nn	P	N	7	0.2620939	everybody/pn-service/nn	everybody/pn	4	0.44618437	service/nn	everybody/pn	service/nn	5
dat-3302	A: My goodness gracious. That, uh, gives you a lot of work, doesn't it. //B: Yes. The, the first two was planned. The last one was an accident. //A: Uh-huh.	ditransitive	you/pp	work/nn	P	N	7	0.17207849	everybody/pn-service/nn	everybody/pn	4	0.16781236	service/nn	everybody/pn	service/nn	5
dat-3304	A: I belie-, yeah seventy-fifth anniversary. So in addition to everything else we got off the car, all we had to do is show them our, uh, papers on our first car, and they gave us another four hundred dollars off on it. So we, we got a four door this time, and I sort of went more for the, uh, the comfort factor, and, uh, I liked the smaller cars, but I'm a bigger person, and I, I really like comfort, you know, driving along the road and stuff.	ditransitive	us/pp	dollar/nn	P	N	7	0.17421363	everybody/pn-discount/nn	everybody/pn	0	0.2583885	discount/nn	everybody/pn	discount/nn	5
dat-3305	@A:  Um, I haven't given this a, a lot of thought. I'm, uh, that, that's a whole, pleased with the pr-, practice that is they, I, uh, I don't, ((you would favor)) invasions of privacy on the other hand that's arguable but that, that, uh, people who's jobs are critical to public safety should have to meet special standards. Uh, I haven't given this matter enough thought.	ditransitive	matter/nn	thought/nn	N	N	6	0.516383	court/nn-doubt/nn	court/nn	9	0.4654712	doubt/nn	court/nn	doubt/nn	3
dat-3306	something, I'll put a little bit of bouillon in there just to -- //A: Yeah, (( )) flavor. //B: -- give it a little extra flavor. //A: Uh-huh. Yeah.	ditransitive	it/pp	flavor/nn	P	N	14	0.4634987	it/pp-orange/nn	it/pp	11	0.74472314	orange/nn	it/pp	orange/nn	6
dat-3307	@B: Well, yes, I do. Um, I think I'm concerned about the large number of children that each teacher is expected to, to deal with in some quality way. I think maybe we've given our teachers a almost impossible job. //A: I agree. //B: Do you? Do you have children in the public school system?	ditransitive	teacher/nn	job/nn	N	N	12	0.29384202	student/nn-service/nn	student/nn	4	0.20952068	service/nn	student/nn	service/nn	3
dat-3308	B: [Breathing] I really don't know. I'm, I'm not into [breathing], uh, heavy government legislate-, legislating of a lot of different areas, but I [breathing], I don't know. I just, I do particularly find it annoying. Uh, [noise] [lipsmack] I'm really not sure. I haven't given that a lot of thought if, if it should, should go, you know --	ditransitive	that/dd	thought/nn	D	N	14	0.3359539	it/pp-doubt/nn	it/pp	9	0.4654712	doubt/nn	it/pp	doubt/nn	6
dat-3309	A: You can, did they give you a number to call? //B: Right, and eight hundred number. //A: You can start calling in whenever it's convenient for you but you can only	ditransitive	you/pp	number/nn	P	N	7	0.17207849	everybody/pn-discount/nn	everybody/pn	0	0.2981818	discount/nn	everybody/pn	discount/nn	5
dat-3310	B: -- uh, I've, I've got a sixty-six Mustang out in the back that I've been trying to get running here lately that's giving me a lot of problems, the clutch and stuff, and working outright, and every time I try to put the battery in it doesn't have enough charge on it, so I have to take it over to a friend's house and get it charged up again, and try it again. It rained here all	ditransitive	me/pp	problems/nn	P	N	7	0.44839486	everybody/pn-live/nn	everybody/pn	10	0.49474192	live/nn	everybody/pn	live/nn	5
dat-3311	A: Well, somebody has to do it, //B: That's right, you know. //A: give you a little Christmas money, any way. //B: That's correct. Well, what are your hobbies? //A: Well, I, I kind of have hobby fads, I guess.	ditransitive	you/pp	money/nn	P	N	7	0.17207849	everybody/pn-discount/nn	everybody/pn	0	0.5298119	discount/nn	everybody/pn	discount/nn	5
dat-3312	A: You're probably drained, and probably exercising probably wouldn't help. //B: Well, I don't, I don't know. They say once you get in a routine of exercising it gives you a lot more ener-, energy. I know when I ran, um, I kind of got like addicted to it.	ditransitive	you/pp	energy/nn	P	N	7	0.17207849	everybody/pn-service/nn	everybody/pn	4	0.19094609	service/nn	everybody/pn	service/nn	5
dat-3313	later ten game winning streak -- //A: Right. //B: -- and they give him all kinds of money and then he just goes right down the tubes. //A: And Valentine and Greave, they're about to get, you know, they're about to get old. But I like this Sandy Johnson.	ditransitive	him/pp	money/nn	P	N	7	0.46108976	everybody/pn-discount/nn	everybody/pn	0	0.5298119	discount/nn	everybody/pn	discount/nn	5
dat-3314	A: And my doctor gave me a prescription for it. And he said this way if it were to make the drug test positive, you have proof that your doctor ordered this for you, you know. And it didn't come up that I needed to do it but this could happen to anybody and if they would just say oh, this person's drug test is positive we won't hire them --	ditransitive	me/pp	prescription/nn	P	N	7	0.44839486	everybody/pn-drug/nn	everybody/pn	1	0.57543886	drug/nn	everybody/pn	drug/nn	5
dat-3315	B: #because# of, of something I guess since he was leaving his junior college day some supporter gave him a car [laughter] or something.	ditransitive	him/pp	car/nn	P	N	7	0.46108976	everybody/pn-bag/nn	everybody/pn	8	0.2964933	bag/nn	everybody/pn	bag/nn	5
dat-3316	B: Yeah. //A: -- and we would drive down there and, and the kids, they, I have two sons and they were on the newspaper route and they'd keep giving them, uh, passes to get in.	ditransitive	them/pp	passes/nn	P	N	7	0.2620939	everybody/pn-live/nn	everybody/pn	10	0.18447377	live/nn	everybody/pn	live/nn	5
dat-3317	A:  Just because, uh, the, the dry cleaner comes right to his place of work and picks the articles up and takes them and dry cleans them and brings them back the next day and then they give the company a fifteen percent discount. So it really -- //B:  Wow.	ditransitive	company/nn	discount/nn	N	N	8	0.51601124	business/nn-discount/nn	business/nn	0	0.5704852	discount/nn	business/nn	discount/nn	3
dat-3318	A: Well, thank you. It's, it's fun. It gives me more motive to exercise as well. //B: Yeah.	ditransitive	me/pp	motive/nn	P	N	7	0.44839486	everybody/pn-doubt/nn	everybody/pn	9	0.33015776	doubt/nn	everybody/pn	doubt/nn	5
dat-3319	A: And so that -- //B: -- pretty much that time. //A: -- kind of gives him, uh, time with his dad, then.	ditransitive	him/pp	time/nn	P	N	7	0.46108976	everybody/pn-half/nn	everybody/pn	3	0.65899897	half/nn	everybody/pn	half/nn	5
dat-3320	A: And Celebrity gave me pretty much continuous [sniffing] tomatoes from the, uh, first week in June until the freeze hit in November.	ditransitive	me/pp	tomatoes/nn	P	N	7	0.44839486	everybody/pn-referrals/nn	everybody/pn	2	0.12773524	referrals/nn	everybody/pn	referrals/nn	5
dat-3321	A: You know, if he's got a contract that pays him regardless of injuries, he's in good shape. Well, you know that Michael Irvin's going to get a big boost and already, uh, Jones has said that, uh, they anticipate that he'll be giving Michael Irvin a big pay raise. So I think that will be coming.	ditransitive	irvin/np	raise/nn	N	N	13	0.5304117	fred/np-discount/nn	fred/np	0	0.48801133	discount/nn	fred/np	discount/nn	5
dat-3322	A: Um, when I first got married, my, my father gave me and my wife a, a, a used Toyota, um, Corolla --	ditransitive	me/nn	toyota/np	N	N	7	0.32904002	everybody/pn-plant/nn	everybody/pn	6	0.5341775	plant/nn	everybody/pn	plant/nn	5
dat-3324	B: #And you can,# um, select whatever things you want to work on for the semester, and she'll help you with them and give you, um, lots of good points and, uh, it's, it's a very enjoyable group. Uh, it's not, um, overly formal that you have to worry, it's not professional, but it's good --	ditransitive	you/pp	points/nn	P	N	7	0.17207849	everybody/pn-referrals/nn	everybody/pn	2	0.18969074	referrals/nn	everybody/pn	referrals/nn	5
dat-3325	B: Trying to, uh, give you some kind of concession there. //A: Sure.	ditransitive	you/pp	concession/nn	P	N	7	0.17207849	everybody/pn-power/nn	everybody/pn	12	0.24819489	power/nn	everybody/pn	power/nn	5
dat-3326	B:  -- give you a real good workout. But if you are not used to that, some people don't like it. #Because,#	ditransitive	you/pp	workout/nn	P	N	7	0.17207849	everybody/pn-drug/nn	everybody/pn	1	0.37526163	drug/nn	everybody/pn	drug/nn	5
dat-3327	B: It's always nice to get a few unique ornaments, you know, that mean something to you. //A: Yes, well, I gave, we have, uh, six children, and I gave each of them some for their trees this year. //B: You have quite a large family?	ditransitive	them/pp	some/pn	P	I	7	0.2620939	everybody/pn-half/nn	everybody/pn	3	0.47523707	half/nn	everybody/pn	half/nn	5
dat-3328	A: I mean illustrations, real examples, you know -- //B: Right, right. //A: -- instead of just giving me a sermon or giving me a, you know, how-to type idea. //B: Do you know what I [laughter] hate, I hate to read books by people like HOW TO RAISE CHILDREN, and they're single.	ditransitive	me/pp	idea/nn	P	N	7	0.44839486	everybody/pn-doubt/nn	everybody/pn	9	0.44979843	doubt/nn	everybody/pn	doubt/nn	5
dat-3329	B: Uh-huh. //A: The shrimp just gives it a really good flavor. //B: Oh, I'll bet.	ditransitive	it/pp	flavor/nn	P	N	14	0.4634987	it/pp-orange/nn	it/pp	11	0.74472314	orange/nn	it/pp	orange/nn	6
dat-3330	B: -- and, uh, as far as her public, uh, public opinion surveys, I think they give her about a fifty, fifty rating. She -- //A: Yeah. //B: -- she hasn't, uh, destroyed the place, but the economy down here is in	ditransitive	her/pp	rating/nn	P	N	7	0.21008055	everybody/pn-discount/nn	everybody/pn	0	0.44958094	discount/nn	everybody/pn	discount/nn	5
dat-3331	B: on the jury. //A:  #Yeah.# //B: #And that# would give them, //A: [Throat_clearing] #Uh-huh.# //B: #experience# in the courtroom, and it could count as some aspect or hours	ditransitive	them/pp	experience/nn	P	N	7	0.2620939	everybody/pn-doubt/nn	everybody/pn	9	0.46887225	doubt/nn	everybody/pn	doubt/nn	5
dat-3332	B: -- I think with working moms, if you can get them ma-, the bosses to give you almost like a rotation like they're going to do with year-round school where you work, //A: Sure.	ditransitive	you/pp	rotation/nn	P	N	7	0.17207849	everybody/pn-plant/nn	everybody/pn	6	0.249378	plant/nn	everybody/pn	plant/nn	5
dat-3333	A: Yes, you know, trying to see who knew where who [laughter] else lived and what have you and also gave them a little questionnaire to fill out as to what would be the most convenient time. We gave them a couple of choices there, uh, time and place, whether they would like to go back to our, quote, old hometown, or someplace in between [laughter] for all --	ditransitive	them/pp	choice/nn	P	N	7	0.2620939	everybody/pn-appeal/nn	everybody/pn	7	0.24325427	appeal/nn	everybody/pn	appeal/nn	5
dat-3334	A: -- it was just, she gave her no time in jail, you know, all of these things and then, oh, there's we have these, we have people wondering around to-, with petitions trying to get the judge, //B: To get that judge recalled I would think.	ditransitive	her/pp	time/nn	P	N	7	0.21008055	everybody/pn-half/nn	everybody/pn	3	0.65899897	half/nn	everybody/pn	half/nn	5
dat-3335	A: Yeah. And, and, oh, of course, they, you know, the criminal case went up and, [breathing] and the judge gave the woman who shot her, shot the girl a, uh, uh, practically a suspended sentence. I mean it was -- //B: Oh, my goodness.	ditransitive	woman/nn	sentence/nn	N	N	9	0.34916213	boy/nn-appeal/nn	boy/nn	7	0.5962913	appeal/nn	boy/nn	appeal/nn	3
dat-3336	A: Uh, well, it's nice to talk with you. Um, I, I guess I'll go ahead and start off with, uh, I think that there's two things that could be done that are procedural to, uh, to help the budget. The first I believe in would be to give the President a line item veto, um.	ditransitive	president/np	veto/nn	N	N	0	0.4462352	candidate/nn-discount/nn	candidate/nn	0	0.097440094	discount/nn	candidate/nn	discount/nn	3
dat-3337	B: -- at the same time. And from when I've done it, it does give you a good, a real good [laughter] workout. //A: [Laughter].	ditransitive	you/pp	workout/nn	P	N	7	0.17207849	everybody/pn-drug/nn	everybody/pn	1	0.37526163	drug/nn	everybody/pn	drug/nn	5
dat-3338	B: -- say, basically, look, uh, I'll take care of mom and dad for you, but you have to give me a kind of a payment for doing that for you. //A: Right. //B: You know. So essentially it, it relieved them of the burden.	ditransitive	me/pp	payment/nn	P	N	7	0.44839486	everybody/pn-discount/nn	everybody/pn	0	0.5743439	discount/nn	everybody/pn	discount/nn	5
dat-3339	B: -- hassle. //A: -- yeah. //B: Yeah, that's true. I mean, up here, they give you one, one of those containers and you put everything in it. //A: Uh-huh.	ditransitive	you/pp	containers/nn	P	N	7	0.17207849	everybody/pn-live/nn	everybody/pn	10	0.4732031	live/nn	everybody/pn	live/nn	5
dat-3340	B: [Laughter] Now that was a real nice benefit. It gave me a lot of flexibility. Uh, but, of course now, I've gone to zero amount of years in the company --	ditransitive	me/pp	flexibility/nn	P	N	7	0.44839486	everybody/pn-power/nn	everybody/pn	12	0.21313114	power/nn	everybody/pn	power/nn	5
dat-3341	B: Uh-huh. //A: And, uh, the newspapers were giving her a very hard time on that although I always suspected it was something else and that was just something to bang on her about. //B: Yeah. Could be. Could be. How do you feel about, #about# --	ditransitive	her/pp	time/nn	P	N	7	0.21008055	everybody/pn-half/nn	everybody/pn	3	0.65899897	half/nn	everybody/pn	half/nn	5
dat-3342	B: Or, uh, maybe I say, well, you know, you paid five hundred bucks for this program, so send us twenty and we'll give you a really great upgrade. //A: [Laughter] Yeah. //B: [Laughter].	ditransitive	you/pp	upgrade/nn	P	N	7	0.17207849	everybody/pn-service/nn	everybody/pn	4	0.44042814	service/nn	everybody/pn	service/nn	5
dat-3343	B: Uh-huh. #So it# -- //A: -- #And so,# //B: -- gives them a sense of identity. //A: Yeah, you walked in there and it didn't look like, uh, you know, how, yo-, you, you walk into some rooms and there's, it's completely generic. There's nothing, maybe a picture or two that belongs to that person and that's it.	ditransitive	them/pp	sense/nn	P	N	7	0.2620939	everybody/pn-doubt/nn	everybody/pn	9	0.28382158	doubt/nn	everybody/pn	doubt/nn	5
dat-3344	B: It was easy, you know, go over to some, uh, it was these people that lived in our neighborhood and I'd just go over there. Every Thursday night, they went to the theater. They had permanent tickets and they'd [give me, it was supposed to be two dollars an hour for two kids], but they would usually give me like five dollars more #at the end of the night.# //A: #Oh, wow.#	ditransitive	me/pp	dollar/nn	P	N	7	0.44839486	everybody/pn-discount/nn	everybody/pn	0	0.2583885	discount/nn	everybody/pn	discount/nn	5
dat-3345	A: Uh-huh. //B: I really do. I think it'd be better that way and even at that, it would at least give the person time to look for another job #because# -- //A: #Uh-huh.# //B: -- they know that (( )) that there are problems and, you know, there are	ditransitive	person/nn	time/nn	N	N	11	0.45494935	person/nn-half/nn	person/nn	3	0.65899897	half/nn	person/nn	half/nn	3
dat-3346	A: out to the end of the street every Thursday so they can pick it up and haul it away [laughter]. //B: Uh-huh. That's is what everybody is complaining about. They gave us these big restorage bins -- //A: Uh-huh.	ditransitive	us/pp	bin/nn	P	N	7	0.17421363	everybody/pn-bag/nn	everybody/pn	8	0.1454964	bag/nn	everybody/pn	bag/nn	5
dat-3348	B: #I know.# It, it seems to be, be kind of, kind of scary, you know. Because you think of, uh, see my son's eighteen right now and he, he's, uh, [sigh] he wants to go into engineering. And the, the, the branches of engineering that he wants to go into is now kind of open and he's interested in, basically, three different areas. But, uh, it's difficult for me to try to give him any kind of advice or to advise him or anything like that. He needs to do his own course of investigation and, and see what he can do because who knows what's going to happen in another thirty years.	ditransitive	him/pp	advice/nn	P	N	7	0.46108976	everybody/pn-these/dd	everybody/pn	14	-0.04583331	these/dd	everybody/pn	other	5
dat-3349	B: I think that Discover Card has a good idea with, you know, giving you a little cash back incentive for each amount you, you purchase. As long as you don't go crazy trying to get cash back.	ditransitive	you/pp	incentive/nn	P	N	7	0.17207849	everybody/pn-discount/nn	everybody/pn	0	0.3342928	discount/nn	everybody/pn	discount/nn	5
dat-3350	A: Yeah. //B: Well, you know, um, back then what they tried to do, you know, the (( )) would always try to stump Jesus, try to give him something that would contradict himself, //A: Right.	ditransitive	him/pp	something/pn	P	I	7	0.46108976	everybody/pn-one/pn	everybody/pn	5	0.67446834	one/pn	everybody/pn	one/pn	8
dat-3351	B: And never to this extent though, you know, so, so it's like there is a struggle within me going do, do I [lipsmack] be open-minded and give them the benefit of the doubt which is kind of my basic personality. You know I, //A: Uh-huh.	ditransitive	them/pp	benefit/nn	P	N	7	0.2620939	everybody/pn-discount/nn	everybody/pn	0	0.3081169	discount/nn	everybody/pn	discount/nn	5
dat-3352	the eighty-six team that, that, that they were. //A: Right. //B: I, I, that probably gives the readers a good shot for you this year or next year, I think, if, I think, the young talent really just has to build itself up. //A: Yeah, I mean, they've been, they've been young for a while, and they're	ditransitive	reader/nn	shot/nn	N	N	5	0.38502488	people/nn-these/dd	people/nn	14	-0.071602374	these/dd	people/nn	other	3
dat-3353	B: Right. Yeah, I thought that it made you think about, um, you know, what happens when you die and everything and are there really angels and ghost and things. //A: Uh-huh. Uh-huh, it almost makes you kind of think about things. It gives you a different way of thinking, um, because, //B: #Yeah.#	ditransitive	you/pp	way/nn	P	N	7	0.17207849	everybody/pn-one/pn	everybody/pn	5	0.5470989	one/pn	everybody/pn	one/pn	8
dat-3354	B: (( )). //A: that doesn't make sense, does it? //B: Because he's good. And it's giving him an incentive to stay around, and, uh, he's been there for some-, twenty something years -- //A: Uh-huh.	ditransitive	him/pp	incentive/nn	P	N	7	0.46108976	everybody/pn-discount/nn	everybody/pn	0	0.3342928	discount/nn	everybody/pn	discount/nn	5
dat-3355	A: Especially if your spouse will get in there with you and get dirty, yeah. //B: Yeah, exactly. I like things that, you know, two people can do, but I like the quiet of doing things away, you know, kind of gives you some space for yourself, and that's what I find in making the dolls and things, that it gives me something that I can create, and I like to crochet and knit. I made some afghans and that kind of stuff. I like doing things with my hands. //A: Uh-huh. Sounds like it.	ditransitive	me/pp	something/pn	P	I	7	0.44839486	everybody/pn-one/pn	everybody/pn	5	0.67446834	one/pn	everybody/pn	one/pn	8
dat-3356	B: I know this year we took our Christmas tree they had a place, //A: Right. //B: in the park where you could go have your tree shredded and they gave you a little, um, seedling to plant, //A: Uh-huh.	ditransitive	you/pp	seedling/nn	P	N	7	0.17207849	everybody/pn-orange/nn	everybody/pn	11	0.66115224	orange/nn	everybody/pn	orange/nn	5
dat-3357	B: And, uh, he's, he really likes it and, uh, and I think it's important because I think that, uh, you know, it gives him the interaction with the computer because it sure looks like that's going to be you-, you know, the big thing for a long time.	ditransitive	him/pp	interaction/nn	P	N	7	0.46108976	everybody/pn-drug/nn	everybody/pn	1	0.4026983	drug/nn	everybody/pn	drug/nn	5
dat-3358	A: -- and, uh, and then after that then we have, then our, our, you know, spending money or whatever for miscellaneous things. But one thing that we've used, and it's, it's kind of good because it gives you kind of a savings plan sort of, and, uh, what it is we have a ledger, you know, just a, a book, and in it -- //B: Uh-huh.	ditransitive	you/pp	plan/nn	P	N	7	0.17207849	everybody/pn-service/nn	everybody/pn	4	0.17815502	service/nn	everybody/pn	service/nn	5
dat-3359	A: They're a pretty tree, but you just, when you walk up to them they're covered with thorns. So we're going to get a chain saw and limb it extensively so it gets the trees up overhead, //B: So it'll give you room to get under it, sure, //A: [Laughter] Yeah, because I can just see brushing up against it, that it would --	ditransitive	you/pp	room/nn	P	N	7	0.17207849	everybody/pn-bag/nn	everybody/pn	8	0.2786748	bag/nn	everybody/pn	bag/nn	5
