Token.ID	Context	Variant	Recipient.lemma	Theme.lemma	Recipient.type	Theme.type	Recipient.cluster_number	cluster_combo	Recipient.medoid_label	Recipient.silhouette	Theme.cluster_number	Theme.medoid_label	Theme.silhouette	Recipient.medoid	Theme.medoid
dat-3232	B: Is it really? Yeah. //A: Un-, except that mine are a little bit older and, and I've shown them the numbers and said this is what's going to be available, all this is going to do is give you a little spending money while you're there. //B: Uh-huh. //A: You better make sure that you've got a scholarship.	ditransitive	you	money	P	N	10	anything-worth	anything	0.28544724	9	worth	0.121118724	anything	worth
dat-3233	A: you know, the guy gets out in two months and he goes out and commits it again. Fact, he's back in jail now. So, what, what, uh, //B: gives you sympathy for the vigilantes. //A: Yeah. What, what deterrent does he really have? //B: Yeah.	ditransitive	you	sympathy	P	N	10	anything-experience	anything	0.28544724	6	experience	0.21682371	anything	experience
dat-3235	B: Yeah, I guess if you care, or if your wife, your future wife, uh, gives you a reason to care -- //A: Right.	ditransitive	you	reason	P	N	10	anything-experience	anything	0.28544724	6	experience	0.34118387	anything	experience
dat-3236	B: #I don't know that one {spoken slowly}.# //A: You know, I mean one of the things that we talked about that I truly believe is, you know, you give somebody a, you know, a jury convicts somebody and they give them a sixty year sentence and the guys going to be out in twelve or thirteen years, you know. //B: If that long.	ditransitive	them	sentence	P	N	1	myself-jurisdiction	myself	0.32372108	5	jurisdiction	0.63808936	myself	jurisdiction
dat-3237	surprised at how much just that little bit adds up, //B: That's true. //A: you know, just gives you a little more activity so, //B: That's true. //A: especially when you're like us and don't really want to do it anyway.	ditransitive	you	activity	P	N	10	anything-activity	anything	0.28544724	13	activity	0.4073782	anything	activity
dat-3238	A: Yeah, I mean, we're, we're taxed on taxes and, um, uh, most all government entities are just trying to give us a state income tax for those who don't have it that is. I mean we don't have one yet, but eventually they may try to push it through.	ditransitive	us	tax	P	N	1	myself-discount	myself	0.3100408	10	discount	0.5308308	myself	discount
dat-3239	A: if they don't, if they don't eat the right kind of grain, or if you, //B: See, I was thinking about buying a horse. Maybe I don't want to. //A: if you give him an orange or something, you nearly kill it. I mean it, it, the stories he would tell, //B: Uh-huh.	ditransitive	him	orange	P	N	1	myself-tang	myself	0.2585908	11	tang	0.65601903	myself	tang
dat-3240	A: That's good. I mean, people are all different. //B: Yeah, yeah. //A: I, I wonder if they should give them a test, or at least maybe not take their licen-, maybe give them a refresher driving course, and just to see how well they are every five years. //B: I saw that on TWENTY TWENTY.	ditransitive	them	course	P	N	1	myself-activity	myself	0.32372108	13	activity	-0.066697106	myself	other
dat-3241	if you really want the majority of the people to vote -- //B: Yeah. //A: -- then give them a couple of days. //B: Well, I think a lot more people could vote if they were somehow persuaded that it's something worth caring about.	ditransitive	them	days	P	N	1	myself-NA	myself	0.32372108	NA	NA	NA	myself	NA
dat-3242	T C U, you know, up here? //B: Yes. //A: They give you scholarship, a hundred percent, if you're, if you work for T C U. //B: They do?	ditransitive	you	scholarship	P	N	10	anything-access	anything	0.28544724	1	access	0.096686505	anything	access
dat-3243	B: and your, your husband probably remembers that better than I do. //A: Uh-huh. //B: I remember there was a time when they'd give you one or two dollars for your used tire. Now they charge you two dollars for your used tire [laughter]. //A: Right. Well, he was at the point where if, if the customer did not want to	ditransitive	you	dollar	P	N	10	anything-worth	anything	0.28544724	9	worth	0.4736656	anything	worth
dat-3244	B: Well, I guess I would first identify myself as middle aged and therefore, //A: Uh-huh. //B: having seen the last generation, I guess it puts me in, you know, gives me a perspective on that. //A: Yeah.	ditransitive	me	perspective	P	N	1	myself-experience	myself	0.13377228	6	experience	0.4351549	myself	experience
dat-3245	B: Absolutely, and I wish they would exercise it more thoroughly. Let the punishment fit the crime. In this state we've got a very weird situation going on. We're under federal supervision. And, I agree, to a point I agree with how the system works in some respects. Other ways I don't. For first time offenders, everybody's entitled to screw up once. We'll give them the early release credits. We'll give them the good time credits. We'll give them the early parole. Second trip down, whether it's for the same crime or totally separate one, you serve your sentence day for day. Third trip down, this is where my views on it goes way far beyond what the law states. Third trip down, if it's for the same offense or for a totally different one. This	ditransitive	them	credit	P	N	1	myself-discount	myself	0.32372108	10	discount	0.4551688	myself	discount
dat-3246	B: Absolutely, and I wish they would exercise it more thoroughly. Let the punishment fit the crime. In this state we've got a very weird situation going on. We're under federal supervision. And, I agree, to a point I agree with how the system works in some respects. Other ways I don't. For first time offenders, everybody's entitled to screw up once. We'll give them the early release credits. We'll give them the good time credits. We'll give them the early parole. Second trip down, whether it's for the same crime or totally separate one, you serve your sentence day for day. Third trip down, this is where my views on it goes way far beyond what the law states. Third trip down, if it's for the same offense or for a totally different one. This	ditransitive	them	credit	P	N	1	myself-discount	myself	0.32372108	10	discount	0.4551688	myself	discount
dat-3247	A: [Laughter] It was very funny, you know, and all that over a pair of cowboy boots, and it was finally my mother convinced him, she, you know, the cowboy boots give you about, uh, an inch lift, you know, they sort of have a heavier heel --	ditransitive	you	lift	P	N	10	anything-drainage	anything	0.28544724	2	drainage	0.43924385	anything	drainage
dat-3249	B: Uh-huh. //A: Like I say, we, we, uh, our son, one of our sons gave us for Christmas some Blockbuster, uh, gift certificates. //B: Huh.	ditransitive	us	certificate	P	N	1	myself-activity	myself	0.3100408	13	activity	0.056204412	myself	activity
dat-3250	A: Uh-huh. //B: -- and say that it's, you know, that it's going to, you know, that should be life, but, instead, in, in given the choice of either sentencing to death, or sentencing to life, they'll give them ninety years in prison or something, and then turn around in thirty years, that, you know, and less they're out. //A: Uh-huh.	ditransitive	them	year	P	N	1	myself-minute	myself	0.32372108	8	minute	0.62803864	myself	minute
dat-3251	who hired her, uh, one of her high school students to kill her husband. //B: Yes. //A: And they found her guilty and gave her life with no parole. And, in a case like that, uh, where, well, you've got, [laughter] a moral problem and an economic one. //B: Yeah.	ditransitive	her	life	P	N	1	myself-experience	myself	0.3515005	6	experience	0.42473623	myself	experience
dat-3252	A: It's just that, like you say, kids are getting out of high school not knowing what in the heck they're going to do, and either the military or public service organization can give them a lot of focus. And, I think that it might stop us some problems later on. I mean, you know y-, these kids will get their, their heads on straight, and, and figure out what they want to do, instead of hanging around street corners selling drugs or something. Uh, it's, I think it would be good for them, uh, it helps mature them a little	ditransitive	them	focus	P	N	1	myself-thrust	myself	0.32372108	0	thrust	0.4469189	myself	thrust
dat-3253	B: Yes. //A: and not raise taxes? //B: And they said give every teacher a, a hundred percent raise. Tha-, that's the problem is the teachers don't get enough money and anybody who could be a good teacher doesn't want to become a teacher usually because they don't pay enough. I mean, when I was in college, I did a lot of teaching, uh, for my degree, and, uh, I got a lot of good out of that and I liked teaching, but I	ditransitive	teacher	raise	N	N	4	teacher-discount	teacher	0.34575135	10	discount	0.4889584	teacher	discount
dat-3254	haven't taken the time and I know that, you know, people can make a difference, but it's hard to, to face the corruption, like you say, and, uh, and to know what you're up against. And it makes me feel bad that, I'm glad, I mean, I am thankful for the, uh, [laughter] nineteenth amendment is it that gives women the right to vote [laughter] and, uh,	ditransitive	women	right	N	N	NA	NA-thrust	NA	NA	0	thrust	0.30596033	NA	thrust
dat-3255	was a real grouch that day. //B: Uh-huh. //A: And, uh, a friend gave me this Prevention walking magazine a year ago at Christmas time. And they recommend, //B: Oh, neat.	ditransitive	me	magazine	P	N	1	myself-broadcast	myself	0.13377228	4	broadcast	0.42074487	myself	broadcast
dat-3256	B:  so you don't have to keep going and get it, you know, credit check and things like that and they'll give you an extra twenty-five dollars, no charge or anything else like that. But I won't even put that on groceries.	ditransitive	you	dollar	P	N	10	anything-worth	anything	0.28544724	9	worth	0.4736656	anything	worth
dat-3257	know how I dress, and w-, we have, you know, like the gym here. //B: Right. //A: They give you shirts, right which -- //B: Yeah. //A: -- which you use, and then you take back they give you a clean one. //B: [Laughter]. //A: And so sometimes you wear, you know, the shirts from, from the gym every	ditransitive	you	shirts	P	N	10	anything-NA	anything	0.28544724	NA	NA	NA	anything	NA
dat-3258	A: Well, uh, he, uh, boy, he comes up there and give sus all kinds of grief. They, they say it's what makes him happy is to give us D A D -ers grief, so I can believe it but,	ditransitive	us	grief	P	N	1	myself-experience	myself	0.3100408	6	experience	0.44849947	myself	experience
dat-3259	A: Yeah. Well, think of it, i-, think of it like this, takes a long time for meat to digest and, you know, if you've got that sitting in your stomach, I mean, even when you sleep it's still sitting there digesting. So, you, you kind of giving your stomach a chance to relax a bit and not have to work so hard to digest all that meat, //B: Yeah.	ditransitive	stomach	chance	N	N	1	myself-experience	myself	0.39103076	6	experience	0.13142924	myself	experience
dat-3260	B: And, uh, and I'm at the point where I've got three young children, I really don't want to have to have problems with, you know, my heart or anything like that. //A: Yeah, well, I've, I've managed to, I guess, the work I do, gives me a little bit of, well, a lot of walking and -- //B: That's good.	ditransitive	me	walking	P	N	1	myself-pat	myself	0.13377228	3	pat	0.20897982	myself	pat
dat-3261	nothing, maybe a picture or two that belongs to that person and that's it. But this room, on the other hand, you know, they got rid of all of the sort of standard issue beds and dressers and this and that and they had all their stuff from their house and it looked like, uh, i-, i-, it must have been, it was nicer to walk in there and to talk to them and it must also give them a sense of, uh, uh, security and, and, uh, and, and, you know, s-, s-, #uh,# //B: #Yeah,# I, I think part of what you're saying matches what I h-, have read. I used to initially think that the only people who went into such residences	ditransitive	them	sense	P	N	1	myself-experience	myself	0.32372108	6	experience	0.43089136	myself	experience
dat-3262	where you kind of know the family already. //A: Uh-huh. //B: And that gives you so much basic knowledge that you don't ask a whole lot of questions. //A: Uh-huh.	ditransitive	you	knowledge	P	N	10	anything-experience	anything	0.28544724	6	experience	0.3669761	anything	experience
dat-3263	A: Uh-huh. //B: and just meet them and get feel on, you know, you can usually tell if you go to a doctor and if you give him, I don't know, some ache or pain or just how they, you know, reply, um, if they're going to be good or not. The doctor that will sit down and talk [noise] to you and that will, you know, do things like that, uh, is, uh, uh, is usually pretty good. But, uh, uh, you know --	ditransitive	him	ache	P	N	1	myself-transfusion	myself	0.2585908	7	transfusion	0.49699464	myself	transfusion
dat-3264	A: There are some Kurds living in Iran. //B: Yeah, I, I think they should have just done more, uh, and maybe if the world could have given them some type of aid. It's, it's just so complicated.	ditransitive	them	type	P	N	1	myself-activity	myself	0.32372108	13	activity	-0.067475185	myself	other
dat-3265	B: Yeah. Plano, just, uh, just started, just started a program where they uh, they gave everybody big plastic garbage cans.	ditransitive	everybody	can	I	N	10	anything-pat	anything	0.259995	3	pat	0.013700634	anything	pat
dat-3266	next year when she, you know, weeded them out -- //B: Uh-huh. //A: -- so they wouldn't be as thick, then she'd give me some of the bulbs. And, I mean, I have some of the most beautiful day lilies that you've ever seen. So, when we decided to move, it was really funny because, like I said, I had a whole bunch of different kinds of things,	ditransitive	me	bulb	P	N	1	myself-pat	myself	0.13377228	3	pat	0.08580441	myself	pat
dat-3267	B: Well, I was real happy with our contractor, um, actually I wasn't happy with the contractor, I was happy with the job foreman, so I think that made all the difference, because he was pretty, um, you know, concerned about how it looked and, and, you know, how it should be done the right way. And he gave us a lot of clues. You just wish you knew all this stuff going in that, um, it was funny because we didn't understand a lot of things that we had to do in addition to this, you know, like the tape and bedding, and, and doing, finishing off this wall and that wall, that wasn't in the contract, you know, kind of thing.	ditransitive	us	clues	P	N	1	myself-NA	myself	0.3100408	NA	NA	NA	myself	NA
dat-3268	B: Yeah, seems like you could set the score at a hundred -- //A: Yeah. //B: -- and then give them five minutes to play, then it'd be the same result. //A: Yeah.	ditransitive	them	minute	P	N	1	myself-minute	myself	0.32372108	8	minute	0.68875045	myself	minute
dat-3269	A: Anyway, I, uh, met my son's, uh, college roommate, is a vet and he said, um, let's give her some race horse shots. And you know in, I'm, I'm kind of glad to be able to tell people about this, but you, because you all the time, you know, run into people with problems.	ditransitive	her	shots	P	N	1	myself-NA	myself	0.3515005	NA	NA	NA	myself	NA
dat-3270	you the color to wear with outfits. //B: Uh-huh. //A: Uh, uh, in fact, she doesn't give white a real high grade. //B: No, I don't even wear white stockings with this just because it's just too much white.	ditransitive	white	grade	N	N	8	people-activity	people	0.014542822	13	activity	-0.103567846	people	other
dat-3271	A: About the only thing I had when I was growing up was probably a parakeet and canary. And, uh, we could let it out and fly around the house a little bit, and, uh, oh, they wouldn't really, you know, didn't really want you to pick them up, per se, but, you know, when I did, they didn't, they didn't give me a lot of trouble.	ditransitive	me	trouble	P	N	1	myself-activity	myself	0.13377228	13	activity	0.2264539	myself	activity
dat-3272	A: -- a magazine that only talks about other, ex-, excerpts from the WORLD PRESS, which sort of gives you a different slant, than, it's not as slanted as the NEW YORK TIMES or as biased perhaps as the local paper.	ditransitive	you	slant	P	N	10	anything-experience	anything	0.28544724	6	experience	0.33980036	anything	experience
dat-3273	B: And I took it back home, and it's, [laughter] #can't, kept, plugs along. But, uh,# //A: #Yeah, they always try to give you a song and dance.# //B: But, my son's, uh, o-, one of my sons and a couple of his friends this year have {voices fade},	ditransitive	you	song	P	N	10	anything-broadcast	anything	0.28544724	4	broadcast	0.19991708	anything	broadcast
dat-3274	A: That sounds good. //B: Yeah, it's real funny because my husband, um, gives me trouble still [noise] about getting COSMOPOLITAN, and,	ditransitive	me	trouble	P	N	1	myself-activity	myself	0.13377228	13	activity	0.2264539	myself	activity
dat-3275	B: stuff [laughter] and then that lasts for about a week [laughter]. //A: Yeah. //B: And then I'm like, give me the blue cheese dressing.	ditransitive	me	dressing	P	N	1	myself-drainage	myself	0.13377228	2	drainage	-0.1617005	myself	other
dat-3276	A: [Laughter] I want a burrito [laughter]. //B: Yeah, yeah. give me some more refried beans.	ditransitive	me	bean	P	N	1	myself-tang	myself	0.13377228	11	tang	0.6748851	myself	tang
dat-3277	B: Well, that's what we did for Christmas as a matter of fact for all our friends and family. We gave them the hand painted sweatshirts and thank goodness my husband helped me with it.	ditransitive	them	sweatshirt	P	N	1	myself-pat	myself	0.32372108	3	pat	0.4691681	myself	pat
dat-3279	B: -- and I get paid very little but, uh, you know, I try to use that money for food mo-, Jim gives me a certain amount money. You know, we just transfer it -- //A: Yeah. Uh-huh.	ditransitive	me	money	P	N	1	myself-worth	myself	0.13377228	9	worth	0.121118724	myself	worth
dat-3280	A: Well, sort of early on especially as our children got a little bit bigger, uh, we invested in some stacking, uh, cots, you know, that were like bunk, bunk beds, but they were cots, fold up cots. That really gave us a lot more space, um, floor space and, [sigh] so, you did not have to be constantly getting things off the floor in order to walk around and,	ditransitive	us	space	P	N	1	myself-drainage	myself	0.3100408	2	drainage	0.3815317	myself	drainage
dat-3281	B: -- so, uh, but I, we have a partner in this deal, and he's from the north, so he was the one that, and it gave us a lot more space, you know, it gave us double the space.	ditransitive	us	space	P	N	1	myself-drainage	myself	0.3100408	2	drainage	0.3815317	myself	drainage
dat-3282	B: -- a little hill, you know. That was a good idea to give us a lot more space for the money.	ditransitive	us	space	P	N	1	myself-drainage	myself	0.3100408	2	drainage	0.3815317	myself	drainage
dat-3283	B: But it, it, we-, if I remember back to when I had a child, they give you a [laughter] lot of exercise. //A: They sure do, yeah, my daughter,	ditransitive	you	exercise	P	N	10	anything-transfusion	anything	0.28544724	7	transfusion	0.34957722	anything	transfusion
dat-3284	B: -- which didn't give him a lot of leeway. Once they were in the band, uh, he had a very difficult time replacing them no matter how they were performing at that particular season. And, uh, he ended up with some very unusual characters in that, that organization. It was easy to tell that just from the rehearsal time. But, uh, anyway, what were you going to tell me about your	ditransitive	him	leeway	P	N	1	myself-access	myself	0.2585908	1	access	0.010592644	myself	access
dat-3285	B: No, I never have. Um, she could do better, I'm sure, on some things, and, um, I know it's still not to late to do that if I really feel like I need to. But I just need to give her time, um, you know, working with her, and I know how to do that pretty much on my own. It's just a matter of disciplining myself on making sure we cover a few things, but she knows the real basics. She's potty trained, and she, uh, comes when we call her and she'll roll over and she'll sit and she'll put her foot up to shake hands.	ditransitive	her	time	P	N	1	myself-minute	myself	0.3515005	8	minute	0.69093436	myself	minute
dat-3286	@@B: Well, listen, I've enjoyed talking. I, I'm sure that the switchboard will probably give us that sign off message very shortly anyway. //A: Okay.	ditransitive	us	message	P	N	1	myself-list	myself	0.3100408	12	list	-0.056843404	myself	other
dat-3287	B: -- and they have more fun with that. //A: What do they use for bait? //B: Oh, usually I'll buy them a thing of worms or a lot of times I just give them a piece of bacon and they're t-, they'll tear up bacon -- //A: Yeah.	ditransitive	them	piece	P	N	1	myself-list	myself	0.32372108	12	list	0.087928675	myself	list
dat-3288	A: I bet the mayonnaise in there makes it really, #kind of gives it a# -- //B: #Yeah, it gives it a, an extra# -- //A: -- #tang that would be good.# //B: -- #yeah, little tang.#	ditransitive	it	tang	P	N	10	anything-tang	anything	0.5251231	11	tang	0.6970177	anything	tang
dat-3289	B: I've never really written it down, but they never give me any specs on it, I've just [child_talking] kind of had a variance of it, you know, every time I go in, and it gets pretty close. You've just got to watch how much spinach you put in there. You've got to put it a little bit at a time. It should be a, uh,	ditransitive	me	specs	P	N	1	myself-NA	myself	0.13377228	NA	NA	NA	myself	NA
dat-3290	A: And she's on the yearbook staff and things like that so I can help her with that and she gives me ideas for my writing too #so.# //B: #Uh-huh.#	ditransitive	me	ideas	P	N	1	myself-NA	myself	0.13377228	NA	NA	NA	myself	NA
dat-3291	creative, //B: [Laughter]. //A: but not the ones that give me the ability to be. //B: That's right. //A: So, I always try.	ditransitive	me	ability	P	N	1	myself-experience	myself	0.13377228	6	experience	0.17717297	myself	experience
dat-3292	radio shows here in the Dallas market regarding income taxes, make sure every one pays the right amount. And I am convinced that, uh, most people try to, uh-huh, cheat ever so slightly on their tax returns, only because, uh, the way the I R S does things. They're not going to give you any breaks. I mean, they, they encourage you to cheat, because if you should get audited, they're going to get you for everything and some more on top of that. //A: And then they're going to tax you on that for, or they're going to give you an interest on it --	ditransitive	you	interest	P	N	10	anything-thrust	anything	0.28544724	0	thrust	0.3317044	anything	thrust
dat-3293	B: Well, maybe that's what you ought to get them for Christmas #[laughter].# //A: #Yeah, really. Well, actually,# I think one year several years ago I did give them a, a subscription to TIME -- //B: Uh-huh. //A: -- and they never said a word about it #you know,#	ditransitive	them	subscription	P	N	1	myself-worth	myself	0.32372108	9	worth	0.35044092	myself	worth
dat-3294	A: -- so we had to, we had to give him a tomato, tomato juice bath, and, uh, get him cleaned up, //B: Yeah, they um, ours would still back up to the dog or cat when he got mad and try to perfume them, but --	ditransitive	him	bath	P	N	1	myself-drainage	myself	0.2585908	2	drainage	0.135691	myself	drainage
dat-3295	A: #[Laughter]# Oh, I know, I know so, but I would like so much for these Rangers to get their act together and give , um, [lipsmack] oh, uh, Nolan Ryan the support he needs.	ditransitive	ryan	support	N	N	5	husband-thrust	husband	0.31860623	0	thrust	0.17779021	husband	thrust
dat-3296	B: Here, here are your choices. You can be a doctor, a lawyer, an architect, uh, he gave me a list of choices, all, you know, the different professions, and I was kind of like, I didn't even know, you know,	ditransitive	me	list	P	N	1	myself-list	myself	0.13377228	12	list	0.29111984	myself	list
dat-3297	@B: Well, to be honest, they didn't really do a lot. I mean, my dad sat me down, I guess in junior high, and said, um, that, I guess they had called him from the school and, you know, when they start giving you all those standardized tests and everything, and, you know, Dad said, well, you know, you're a smart kid, so you're going to college and you're going to graduate school. So decide now, what do you want to be.	ditransitive	you	test	P	N	10	anything-transfusion	anything	0.28544724	7	transfusion	0.41214678	anything	transfusion
dat-3298	A:  But, this is a extra long one. //B:  What's that? //A:  They're giving us a lot of time [laughter]. //B:  Oh, yeah. //A:  [Laughter].	ditransitive	us	time	P	N	1	myself-minute	myself	0.3100408	8	minute	0.69093436	myself	minute
dat-3299	A: It's called HOOK. It's, //B: HOOK, yes. Again, I've heard mixed reviews on that, you know. I think this morning K R L D had a, gave it a, a six or something, which for him is probably pretty good. //A: Well, the newspaper suggested,	ditransitive	it	six	P	N	10	anything-list	anything	0.5251231	12	list	-0.046418633	anything	other
dat-3301	A: To give them the care they need. //B: Uh-huh, that's true. If you have to work, you know, you don't have a choice.	ditransitive	them	care	P	N	1	myself-access	myself	0.32372108	1	access	0.34408045	myself	access
dat-3302	A: My goodness gracious. That, uh, gives you a lot of work, doesn't it. //B: Yes. The, the first two was planned. The last one was an accident. //A: Uh-huh.	ditransitive	you	work	P	N	10	anything-activity	anything	0.28544724	13	activity	-0.04335641	anything	other
dat-3304	A: I belie-, yeah seventy-fifth anniversary. So in addition to everything else we got off the car, all we had to do is show them our, uh, papers on our first car, and they gave us another four hundred dollars off on it. So we, we got a four door this time, and I sort of went more for the, uh, the comfort factor, and, uh, I liked the smaller cars, but I'm a bigger person, and I, I really like comfort, you know, driving along the road and stuff.	ditransitive	us	dollar	P	N	1	myself-worth	myself	0.3100408	9	worth	0.4736656	myself	worth
dat-3305	@A:  Um, I haven't given this a, a lot of thought. I'm, uh, that, that's a whole, pleased with the pr-, practice that is they, I, uh, I don't, ((you would favor)) invasions of privacy on the other hand that's arguable but that, that, uh, people who's jobs are critical to public safety should have to meet special standards. Uh, I haven't given this matter enough thought.	ditransitive	matter	thought	N	N	11	theory-experience	theory	0.13635448	6	experience	0.44951913	theory	experience
dat-3306	something, I'll put a little bit of bouillon in there just to -- //A: Yeah, (( )) flavor. //B: -- give it a little extra flavor. //A: Uh-huh. Yeah.	ditransitive	it	flavor	P	N	10	anything-tang	anything	0.5251231	11	tang	0.7028534	anything	tang
dat-3307	@B: Well, yes, I do. Um, I think I'm concerned about the large number of children that each teacher is expected to, to deal with in some quality way. I think maybe we've given our teachers a almost impossible job. //A: I agree. //B: Do you? Do you have children in the public school system?	ditransitive	teacher	job	N	N	4	teacher-access	teacher	0.34575135	1	access	-0.08507059	teacher	other
dat-3308	B: [Breathing] I really don't know. I'm, I'm not into [breathing], uh, heavy government legislate-, legislating of a lot of different areas, but I [breathing], I don't know. I just, I do particularly find it annoying. Uh, [noise] [lipsmack] I'm really not sure. I haven't given that a lot of thought if, if it should, should go, you know --	ditransitive	that	thought	D	N	10	anything-experience	anything	0.52010554	6	experience	0.44951913	anything	experience
dat-3309	A: You can, did they give you a number to call? //B: Right, and eight hundred number. //A: You can start calling in whenever it's convenient for you but you can only	ditransitive	you	number	P	N	10	anything-worth	anything	0.28544724	9	worth	0.2776822	anything	worth
dat-3310	B: -- uh, I've, I've got a sixty-six Mustang out in the back that I've been trying to get running here lately that's giving me a lot of problems, the clutch and stuff, and working outright, and every time I try to put the battery in it doesn't have enough charge on it, so I have to take it over to a friend's house and get it charged up again, and try it again. It rained here all	ditransitive	me	problems	P	N	1	myself-NA	myself	0.13377228	NA	NA	NA	myself	NA
dat-3311	A: Well, somebody has to do it, //B: That's right, you know. //A: give you a little Christmas money, any way. //B: That's correct. Well, what are your hobbies? //A: Well, I, I kind of have hobby fads, I guess.	ditransitive	you	money	P	N	10	anything-worth	anything	0.28544724	9	worth	0.121118724	anything	worth
dat-3312	A: You're probably drained, and probably exercising probably wouldn't help. //B: Well, I don't, I don't know. They say once you get in a routine of exercising it gives you a lot more ener-, energy. I know when I ran, um, I kind of got like addicted to it.	ditransitive	you	energy	P	N	10	anything-access	anything	0.28544724	1	access	0.37880343	anything	access
dat-3313	later ten game winning streak -- //A: Right. //B: -- and they give him all kinds of money and then he just goes right down the tubes. //A: And Valentine and Greave, they're about to get, you know, they're about to get old. But I like this Sandy Johnson.	ditransitive	him	money	P	N	1	myself-worth	myself	0.2585908	9	worth	0.121118724	myself	worth
dat-3314	A: And my doctor gave me a prescription for it. And he said this way if it were to make the drug test positive, you have proof that your doctor ordered this for you, you know. And it didn't come up that I needed to do it but this could happen to anybody and if they would just say oh, this person's drug test is positive we won't hire them --	ditransitive	me	prescription	P	N	1	myself-transfusion	myself	0.13377228	7	transfusion	0.59759444	myself	transfusion
dat-3315	B: #because# of, of something I guess since he was leaving his junior college day some supporter gave him a car [laughter] or something.	ditransitive	him	car	P	N	1	myself-drainage	myself	0.2585908	2	drainage	-0.010274694	myself	other
dat-3316	B: Yeah. //A: -- and we would drive down there and, and the kids, they, I have two sons and they were on the newspaper route and they'd keep giving them, uh, passes to get in.	ditransitive	them	passes	P	N	1	myself-worth	myself	0.32372108	9	worth	0.08448119	myself	worth
dat-3317	A:  Just because, uh, the, the dry cleaner comes right to his place of work and picks the articles up and takes them and dry cleans them and brings them back the next day and then they give the company a fifteen percent discount. So it really -- //B:  Wow.	ditransitive	company	discount	N	N	2	company-discount	company	0.5660617	10	discount	0.49961916	company	discount
dat-3318	A: Well, thank you. It's, it's fun. It gives me more motive to exercise as well. //B: Yeah.	ditransitive	me	motive	P	N	1	myself-experience	myself	0.13377228	6	experience	0.3388767	myself	experience
dat-3319	A: And so that -- //B: -- pretty much that time. //A: -- kind of gives him, uh, time with his dad, then.	ditransitive	him	time	P	N	1	myself-minute	myself	0.2585908	8	minute	0.69093436	myself	minute
dat-3320	A: And Celebrity gave me pretty much continuous [sniffing] tomatoes from the, uh, first week in June until the freeze hit in November.	ditransitive	me	tomatoes	P	N	1	myself-NA	myself	0.13377228	NA	NA	NA	myself	NA
dat-3321	A: You know, if he's got a contract that pays him regardless of injuries, he's in good shape. Well, you know that Michael Irvin's going to get a big boost and already, uh, Jones has said that, uh, they anticipate that he'll be giving Michael Irvin a big pay raise. So I think that will be coming.	ditransitive	irvin	raise	N	N	0	irvin-discount	irvin	0.60605997	10	discount	0.4889584	irvin	discount
dat-3322	A: Um, when I first got married, my, my father gave me and my wife a, a, a used Toyota, um, Corolla --	ditransitive	me	toyota	P	N	1	myself-drainage	myself	0.13377228	2	drainage	0.43691465	myself	drainage
dat-3324	B: #And you can,# um, select whatever things you want to work on for the semester, and she'll help you with them and give you, um, lots of good points and, uh, it's, it's a very enjoyable group. Uh, it's not, um, overly formal that you have to worry, it's not professional, but it's good --	ditransitive	you	points	P	N	10	anything-NA	anything	0.28544724	NA	NA	NA	anything	NA
dat-3325	B: Trying to, uh, give you some kind of concession there. //A: Sure.	ditransitive	you	concession	P	N	10	anything-thrust	anything	0.28544724	0	thrust	0.16168576	anything	thrust
dat-3326	B:  -- give you a real good workout. But if you are not used to that, some people don't like it. #Because,#	ditransitive	you	workout	P	N	10	anything-transfusion	anything	0.28544724	7	transfusion	0.48996788	anything	transfusion
dat-3327	B: It's always nice to get a few unique ornaments, you know, that mean something to you. //A: Yes, well, I gave, we have, uh, six children, and I gave each of them some for their trees this year. //B: You have quite a large family?	ditransitive	them	some	P	I	1	myself-worth	myself	0.32372108	9	worth	-0.034146417	myself	other
dat-3328	A: I mean illustrations, real examples, you know -- //B: Right, right. //A: -- instead of just giving me a sermon or giving me a, you know, how-to type idea. //B: Do you know what I [laughter] hate, I hate to read books by people like HOW TO RAISE CHILDREN, and they're single.	ditransitive	me	idea	P	N	1	myself-experience	myself	0.13377228	6	experience	0.31050268	myself	experience
dat-3329	B: Uh-huh. //A: The shrimp just gives it a really good flavor. //B: Oh, I'll bet.	ditransitive	it	flavor	P	N	10	anything-tang	anything	0.5251231	11	tang	0.7028534	anything	tang
dat-3330	B: -- and, uh, as far as her public, uh, public opinion surveys, I think they give her about a fifty, fifty rating. She -- //A: Yeah. //B: -- she hasn't, uh, destroyed the place, but the economy down here is in	ditransitive	her	rating	P	N	1	myself-worth	myself	0.3515005	9	worth	0.1642315	myself	worth
dat-3331	B: on the jury. //A:  #Yeah.# //B: #And that# would give them, //A: [Throat_clearing] #Uh-huh.# //B: #experience# in the courtroom, and it could count as some aspect or hours	ditransitive	them	experience	P	N	1	myself-experience	myself	0.32372108	6	experience	0.47614768	myself	experience
dat-3332	B: -- I think with working moms, if you can get them ma-, the bosses to give you almost like a rotation like they're going to do with year-round school where you work, //A: Sure.	ditransitive	you	rotation	P	N	10	anything-activity	anything	0.28544724	13	activity	-0.012163065	anything	other
