Token.ID	Variety	Corpus	Speaker	Speaker.sex	Speaker.YOB	Context	Inclusion	Inclusion.comments	Semantics	Response.variable	Verb.form	Verb.particle	Recipient	Recipient.head	Recipient.type	Recipient.animacy	Recipient.definiteness	Recipient.length	Recipient.coordinated	Recipient.quantified.pronoun	Recipient.contains.contraction	Recipient.contains.acronym	Recipient.contains.multiword.number	Recipient.contains.potentially.relevant.like	Theme	Theme.head	Theme.type	Theme.animacy	Theme.definiteness	Theme.length	Theme.coordinated	Theme.quantified.pronoun	Theme.rate.expression	Theme.contains.contraction	Theme.contains.acronym	Theme.contains.multiword.number	Theme.contains.potentially.relevant.like	Recipient.lemma	Recipient.inlist	Theme.lemma	Theme.inlist
dat-3246	US	SWBD	1122	M	1964	B: Absolutely, and I wish they would exercise it more thoroughly. Let the punishment fit the crime. In this state we've got a very weird situation going on. We're under federal supervision. And, I agree, to a point I agree with how the system works in some respects. Other ways I don't. For first time offenders, everybody's entitled to screw up once. We'll give them the early release credits. We'll give them the good time credits. We'll give them the early parole. Second trip down, whether it's for the same crime or totally separate one, you serve your sentence day for day. Third trip down, this is where my views on it goes way far beyond what the law states. Third trip down, if it's for the same offense or for a totally different one. This	y	NA	A	D	give	NA	them	them	P	A	Definite	1	0	0	0	0	0	0	the good time credits	credits	N	I	Definite	4	0	0	0	0	0	0	0	them	TRUE	credit	TRUE
dat-3247	US	SWBD	1124	M	1960	A: [Laughter] It was very funny, you know, and all that over a pair of cowboy boots, and it was finally my mother convinced him, she, you know, the cowboy boots give you about, uh, an inch lift, you know, they sort of have a heavier heel --	y	NA	A	D	give	NA	you	you	P	A	Definite	1	0	0	0	0	0	0	about an inch lift	lift	N	I	Indefinite	4	0	0	0	0	0	0	0	you	TRUE	lift	TRUE
dat-3248	US	SWBD	1127	M	1933	B: and we went up to the local Budget and we were going to get a Olds eighty-eight or something. He said I'll tell you what, for a dollar a day more I'll give you a Lincoln Town Car.	y	NA	T	D	give	NA	you	you	P	A	Definite	1	0	0	0	0	0	0	a Lincoln Town Car	Lincoln Town Car	N	I	Indefinite	4	0	0	0	0	0	0	0	you	TRUE	NA	FALSE
dat-3249	US	SWBD	1128	M	1933	B: Uh-huh. //A: Like I say, we, we, uh, our son, one of our sons gave us for Christmas some Blockbuster, uh, gift certificates. //B: Huh.	y	NA	T	D	gave	NA	us	us	P	A	Definite	1	0	0	0	0	0	0	some Blockbuster gift certificates	certificates	N	I	Indefinite	4	0	0	0	0	0	0	0	us	TRUE	certificate	TRUE
dat-3250	US	SWBD	1138	F	1961	A: Uh-huh. //B: -- and say that it's, you know, that it's going to, you know, that should be life, but, instead, in, in given the choice of either sentencing to death, or sentencing to life, they'll give them ninety years in prison or something, and then turn around in thirty years, that, you know, and less they're out. //A: Uh-huh.	y	NA	A	D	give	NA	them	them	P	A	Definite	1	0	0	0	0	0	0	ninety years in prison	years	N	T	Indefinite	4	0	0	0	0	0	0	0	them	TRUE	year	TRUE
dat-3251	US	SWBD	1139	M	1956	who hired her, uh, one of her high school students to kill her husband. //B: Yes. //A: And they found her guilty and gave her life with no parole. And, in a case like that, uh, where, well, you've got, [laughter] a moral problem and an economic one. //B: Yeah.	y	NA	A	D	gave	NA	her	her	P	A	Definite	1	0	0	0	0	0	0	life with no parole	life	N	I	Indefinite	4	0	0	0	0	0	0	0	her	TRUE	life	TRUE
dat-3252	US	SWBD	1141	M	1962	A: It's just that, like you say, kids are getting out of high school not knowing what in the heck they're going to do, and either the military or public service organization can give them a lot of focus. And, I think that it might stop us some problems later on. I mean, you know y-, these kids will get their, their heads on straight, and, and figure out what they want to do, instead of hanging around street corners selling drugs or something. Uh, it's, I think it would be good for them, uh, it helps mature them a little	y	NA	A	D	give	NA	them	them	P	A	Definite	1	0	0	0	0	0	0	a lot of focus	focus	N	I	Indefinite	4	0	0	0	0	0	0	0	them	TRUE	focus	TRUE
dat-3253	US	SWBD	1146	M	1961	B: Yes. //A: and not raise taxes? //B: And they said give every teacher a, a hundred percent raise. Tha-, that's the problem is the teachers don't get enough money and anybody who could be a good teacher doesn't want to become a teacher usually because they don't pay enough. I mean, when I was in college, I did a lot of teaching, uh, for my degree, and, uh, I got a lot of good out of that and I liked teaching, but I	y	NA	A	D	give	NA	every teacher	teacher	N	A	Definite	2	0	0	0	0	0	0	a hundred percent raise	raise	N	I	Indefinite	4	0	0	0	0	0	0	0	teacher	TRUE	raise	TRUE
dat-3254	US	SWBD	1148	F	1959	haven't taken the time and I know that, you know, people can make a difference, but it's hard to, to face the corruption, like you say, and, uh, and to know what you're up against. And it makes me feel bad that, I'm glad, I mean, I am thankful for the, uh, [laughter] nineteenth amendment is it that gives women the right to vote [laughter] and, uh,	y	NA	A	D	gives	NA	women	women	N	A	Indefinite	1	0	0	0	0	0	0	the right to vote	right	N	I	Definite	4	0	0	0	0	0	0	0	women	TRUE	right	TRUE
dat-3255	US	SWBD	1151	M	1953	was a real grouch that day. //B: Uh-huh. //A: And, uh, a friend gave me this Prevention walking magazine a year ago at Christmas time. And they recommend, //B: Oh, neat.	y	NA	T	D	gave	NA	me	me	P	A	Definite	1	0	0	0	0	0	0	this Prevention walking magazine	magazine	N	I	Definite	4	0	0	0	0	0	0	0	me	TRUE	magazine	TRUE
dat-3256	US	SWBD	1155	F	1941	B:  so you don't have to keep going and get it, you know, credit check and things like that and they'll give you an extra twenty-five dollars, no charge or anything else like that. But I won't even put that on groceries.	y	NA	T	D	give	NA	you	you	P	A	Definite	1	0	0	0	0	0	0	an extra twenty-five dollars	dollars	N	I	Indefinite	5	0	0	0	0	0	1	0	you	TRUE	dollar	TRUE
dat-3257	US	SWBD	1167	M	1969	know how I dress, and w-, we have, you know, like the gym here. //B: Right. //A: They give you shirts, right which -- //B: Yeah. //A: -- which you use, and then you take back they give you a clean one. //B: [Laughter]. //A: And so sometimes you wear, you know, the shirts from, from the gym every	y	NA	T	D	give	NA	you	you	P	A	Definite	1	0	0	0	0	0	0	shirts	shirts	N	I	Indefinite	1	0	0	0	0	0	0	0	you	TRUE	shirts	TRUE
dat-3258	US	SWBD	1171	M	1956	A: Well, uh, he, uh, boy, he comes up there and give sus all kinds of grief. They, they say it's what makes him happy is to give us D A D -ers grief, so I can believe it but,	y	NA	A	D	give	NA	us	us	P	A	Definite	1	0	0	0	0	0	0	all kinds of grief	grief	N	I	Definite	4	0	0	0	0	0	0	0	us	TRUE	grief	TRUE
dat-3259	US	SWBD	1179	F	1959	A: Yeah. Well, think of it, i-, think of it like this, takes a long time for meat to digest and, you know, if you've got that sitting in your stomach, I mean, even when you sleep it's still sitting there digesting. So, you, you kind of giving your stomach a chance to relax a bit and not have to work so hard to digest all that meat, //B: Yeah.	y	NA	A	D	giving	NA	your stomach	stomach	N	I	Definite	2	0	0	0	0	0	0	a chance to relax	chance	N	I	Indefinite	4	0	0	0	0	0	0	0	stomach	TRUE	chance	TRUE
dat-3260	US	SWBD	1181	M	1958	B: And, uh, and I'm at the point where I've got three young children, I really don't want to have to have problems with, you know, my heart or anything like that. //A: Yeah, well, I've, I've managed to, I guess, the work I do, gives me a little bit of, well, a lot of walking and -- //B: That's good.	y	NA	A	D	gives	NA	me	me	P	A	Definite	1	0	0	0	0	0	0	a lot of walking	walking	N	I	Indefinite	4	0	0	0	0	0	0	0	me	TRUE	walking	TRUE
dat-3261	US	SWBD	1194	M	1963	nothing, maybe a picture or two that belongs to that person and that's it. But this room, on the other hand, you know, they got rid of all of the sort of standard issue beds and dressers and this and that and they had all their stuff from their house and it looked like, uh, i-, i-, it must have been, it was nicer to walk in there and to talk to them and it must also give them a sense of, uh, uh, security and, and, uh, and, and, you know, s-, s-, #uh,# //B: #Yeah,# I, I think part of what you're saying matches what I h-, have read. I used to initially think that the only people who went into such residences	y	NA	A	D	give	NA	them	them	P	A	Definite	1	0	0	0	0	0	0	a sense of security	sense	N	I	Indefinite	4	0	0	0	0	0	0	0	them	TRUE	sense	TRUE
dat-3262	US	SWBD	1204	F	1951	where you kind of know the family already. //A: Uh-huh. //B: And that gives you so much basic knowledge that you don't ask a whole lot of questions. //A: Uh-huh.	y	NA	C	D	gives	NA	you	you	P	A	Definite	1	0	0	0	0	0	0	so much basic knowledge	knowledge	N	I	Indefinite	4	0	0	0	0	0	0	0	you	TRUE	knowledge	TRUE
dat-3263	US	SWBD	1208	F	1941	A: Uh-huh. //B: and just meet them and get feel on, you know, you can usually tell if you go to a doctor and if you give him, I don't know, some ache or pain or just how they, you know, reply, um, if they're going to be good or not. The doctor that will sit down and talk [noise] to you and that will, you know, do things like that, uh, is, uh, uh, is usually pretty good. But, uh, uh, you know --	y	NA	C	D	give	NA	him	him	P	A	Definite	1	0	0	0	0	0	0	some ache or pain	ache	N	I	Indefinite	4	1	0	0	0	0	0	0	him	TRUE	ache	TRUE
dat-3264	US	SWBD	1214	F	1960	A: There are some Kurds living in Iran. //B: Yeah, I, I think they should have just done more, uh, and maybe if the world could have given them some type of aid. It's, it's just so complicated.	y	NA	T	D	given	NA	them	them	P	A	Definite	1	0	0	0	0	0	0	some type of aid	type	N	I	Indefinite	4	0	0	0	0	0	0	0	them	TRUE	type	TRUE
dat-3265	US	SWBD	1219	M	1953	B: Yeah. Plano, just, uh, just started, just started a program where they uh, they gave everybody big plastic garbage cans.	y	NA	T	D	gave	NA	everybody	everybody	I	A	Definite	1	0	0	0	0	0	0	big plastic garbage cans	garbage cans	N	I	Indefinite	4	0	0	0	0	0	0	0	everybody	TRUE	can	TRUE
dat-3266	US	SWBD	1225	F	1946	next year when she, you know, weeded them out -- //B: Uh-huh. //A: -- so they wouldn't be as thick, then she'd give me some of the bulbs. And, I mean, I have some of the most beautiful day lilies that you've ever seen. So, when we decided to move, it was really funny because, like I said, I had a whole bunch of different kinds of things,	y	NA	T	D	give	NA	me	me	P	A	Definite	1	0	0	0	0	0	0	some of the bulbs	bulbs	N	I	Indefinite	4	0	0	0	0	0	0	0	me	TRUE	bulb	TRUE
dat-3267	US	SWBD	1229	F	1950	B: Well, I was real happy with our contractor, um, actually I wasn't happy with the contractor, I was happy with the job foreman, so I think that made all the difference, because he was pretty, um, you know, concerned about how it looked and, and, you know, how it should be done the right way. And he gave us a lot of clues. You just wish you knew all this stuff going in that, um, it was funny because we didn't understand a lot of things that we had to do in addition to this, you know, like the tape and bedding, and, and doing, finishing off this wall and that wall, that wasn't in the contract, you know, kind of thing.	y	NA	C	D	gave	NA	us	us	P	A	Definite	1	0	0	0	0	0	0	a lot of clues	clues	N	I	Indefinite	4	0	0	0	0	0	0	0	us	TRUE	clues	TRUE
dat-3268	US	SWBD	1238	F	1966	B: Yeah, seems like you could set the score at a hundred -- //A: Yeah. //B: -- and then give them five minutes to play, then it'd be the same result. //A: Yeah.	y	NA	A	D	give	NA	them	them	P	I	Definite	1	0	0	0	0	0	0	five minutes to play	minutes	N	T	Indefinite	4	0	0	0	0	0	0	0	them	TRUE	minute	TRUE
dat-3269	US	SWBD	1244	F	1937	A: Anyway, I, uh, met my son's, uh, college roommate, is a vet and he said, um, let's give her some race horse shots. And you know in, I'm, I'm kind of glad to be able to tell people about this, but you, because you all the time, you know, run into people with problems.	y	NA	A	D	give	NA	her	her	P	A	Definite	1	0	0	0	0	0	0	some race horse shots	shots	N	I	Indefinite	4	0	0	0	0	0	0	0	her	TRUE	shots	TRUE
dat-3270	US	SWBD	1244	F	1937	you the color to wear with outfits. //B: Uh-huh. //A: Uh, uh, in fact, she doesn't give white a real high grade. //B: No, I don't even wear white stockings with this just because it's just too much white.	y	NA	A	D	give	NA	white	white	N	I	Indefinite	1	0	0	0	0	0	0	a real high grade	grade	N	I	Indefinite	4	0	0	0	0	0	0	0	white	TRUE	grade	TRUE
dat-3271	US	SWBD	1255	M	1953	A: About the only thing I had when I was growing up was probably a parakeet and canary. And, uh, we could let it out and fly around the house a little bit, and, uh, oh, they wouldn't really, you know, didn't really want you to pick them up, per se, but, you know, when I did, they didn't, they didn't give me a lot of trouble.	y	NA	A	D	give	NA	me	me	P	A	Definite	1	0	0	0	0	0	0	a lot of trouble	trouble	N	I	Indefinite	4	0	0	0	0	0	0	0	me	TRUE	trouble	TRUE
dat-3272	US	SWBD	1257	M	1933	A: -- a magazine that only talks about other, ex-, excerpts from the WORLD PRESS, which sort of gives you a different slant, than, it's not as slanted as the NEW YORK TIMES or as biased perhaps as the local paper.	y	NA	A	D	gives	NA	you	you	P	A	Definite	1	0	0	0	0	0	0	a different slant than	slant	N	I	Indefinite	4	0	0	0	0	0	0	0	you	TRUE	slant	TRUE
dat-3273	US	SWBD	1263	F	1934	B: And I took it back home, and it's, [laughter] #can't, kept, plugs along. But, uh,# //A: #Yeah, they always try to give you a song and dance.# //B: But, my son's, uh, o-, one of my sons and a couple of his friends this year have {voices fade},	y	NA	A	D	give	NA	you	you	P	A	Definite	1	0	0	0	0	0	0	a song and dance	song	N	I	Indefinite	4	1	0	0	0	0	0	0	you	TRUE	song	TRUE
dat-3274	US	SWBD	1268	F	1961	A: That sounds good. //B: Yeah, it's real funny because my husband, um, gives me trouble still [noise] about getting COSMOPOLITAN, and,	y	NA	A	D	gives	NA	me	me	P	A	Definite	1	0	0	0	0	0	0	trouble about getting Cosmopolitan	trouble	N	I	Indefinite	4	0	0	0	0	0	0	0	me	TRUE	trouble	TRUE
dat-3275	US	SWBD	1281	F	1955	B: stuff [laughter] and then that lasts for about a week [laughter]. //A: Yeah. //B: And then I'm like, give me the blue cheese dressing.	y	NA	T	D	give	NA	me	me	P	A	Definite	1	0	0	0	0	0	0	the blue cheese dressing	dressing	N	I	Definite	4	0	0	0	0	0	0	0	me	TRUE	dressing	TRUE
dat-3276	US	SWBD	1281	F	1955	A: [Laughter] I want a burrito [laughter]. //B: Yeah, yeah. give me some more refried beans.	y	NA	T	D	give	NA	me	me	P	A	Definite	1	0	0	0	0	0	0	some more refried beans	beans	N	I	Indefinite	4	0	0	0	0	0	0	0	me	TRUE	bean	TRUE
dat-3277	US	SWBD	1282	F	1945	B: Well, that's what we did for Christmas as a matter of fact for all our friends and family. We gave them the hand painted sweatshirts and thank goodness my husband helped me with it.	y	NA	T	D	gave	NA	them	them	P	A	Definite	1	0	0	0	0	0	0	the hand painted sweatshirts	sweatshirts	N	I	Definite	4	0	0	0	0	0	0	0	them	TRUE	sweatshirt	TRUE
dat-3279	US	SWBD	1291	F	1945	B: -- and I get paid very little but, uh, you know, I try to use that money for food mo-, Jim gives me a certain amount money. You know, we just transfer it -- //A: Yeah. Uh-huh.	y	NA	T	D	gives	NA	me	me	P	A	Definite	1	0	0	0	0	0	0	a certain amount money	money	N	I	Indefinite	4	0	0	0	0	0	0	0	me	TRUE	money	TRUE
dat-3280	US	SWBD	1292	F	1942	A: Well, sort of early on especially as our children got a little bit bigger, uh, we invested in some stacking, uh, cots, you know, that were like bunk, bunk beds, but they were cots, fold up cots. That really gave us a lot more space, um, floor space and, [sigh] so, you did not have to be constantly getting things off the floor in order to walk around and,	y	NA	A	D	gave	NA	us	us	P	A	Definite	1	0	0	0	0	0	0	a lot more space	space	N	I	Indefinite	4	0	0	0	0	0	0	0	us	TRUE	space	TRUE
dat-3281	US	SWBD	1300	F	1938	B: -- so, uh, but I, we have a partner in this deal, and he's from the north, so he was the one that, and it gave us a lot more space, you know, it gave us double the space.	y	NA	A	D	gave	NA	us	us	P	A	Definite	1	0	0	0	0	0	0	a lot more space	space	N	I	Indefinite	4	0	0	0	0	0	0	0	us	TRUE	space	TRUE
dat-3282	US	SWBD	1300	F	1938	B: -- a little hill, you know. That was a good idea to give us a lot more space for the money.	y	NA	A	D	give	NA	us	us	P	A	Definite	1	0	0	0	0	0	0	a lot more space	space	N	I	Indefinite	4	0	0	0	0	0	0	0	us	TRUE	space	TRUE
dat-3283	US	SWBD	1300	F	1938	B: But it, it, we-, if I remember back to when I had a child, they give you a [laughter] lot of exercise. //A: They sure do, yeah, my daughter,	y	NA	A	D	give	NA	you	you	P	A	Definite	1	0	0	0	0	0	0	a lot of exercise	exercise	N	I	Indefinite	4	0	0	0	0	0	0	0	you	TRUE	exercise	TRUE
dat-3284	US	SWBD	1304	M	1950	B: -- which didn't give him a lot of leeway. Once they were in the band, uh, he had a very difficult time replacing them no matter how they were performing at that particular season. And, uh, he ended up with some very unusual characters in that, that organization. It was easy to tell that just from the rehearsal time. But, uh, anyway, what were you going to tell me about your	y	NA	A	D	give	NA	him	him	P	A	Definite	1	0	0	0	0	0	0	a lot of leeway	leeway	N	I	Indefinite	4	0	0	0	0	0	0	0	him	TRUE	leeway	TRUE
dat-3285	US	SWBD	1307	F	1953	B: No, I never have. Um, she could do better, I'm sure, on some things, and, um, I know it's still not to late to do that if I really feel like I need to. But I just need to give her time, um, you know, working with her, and I know how to do that pretty much on my own. It's just a matter of disciplining myself on making sure we cover a few things, but she knows the real basics. She's potty trained, and she, uh, comes when we call her and she'll roll over and she'll sit and she'll put her foot up to shake hands.	y	NA	A	D	give	NA	her	her	P	A	Definite	1	0	0	0	0	0	0	time	time	N	T	Indefinite	1	0	0	0	0	0	0	0	her	TRUE	time	TRUE
dat-3286	US	SWBD	1312	M	1951	@@B: Well, listen, I've enjoyed talking. I, I'm sure that the switchboard will probably give us that sign off message very shortly anyway. //A: Okay.	y	NA	C	D	give	NA	us	us	P	A	Definite	1	0	0	0	0	0	0	that sign off message	message	N	I	Definite	4	0	0	0	0	0	0	0	us	TRUE	message	TRUE
dat-3287	US	SWBD	1313	F	1956	B: -- and they have more fun with that. //A: What do they use for bait? //B: Oh, usually I'll buy them a thing of worms or a lot of times I just give them a piece of bacon and they're t-, they'll tear up bacon -- //A: Yeah.	y	NA	T	D	give	NA	them	them	P	A	Definite	1	0	0	0	0	0	0	a piece of bacon	piece	N	I	Indefinite	4	0	0	0	0	0	0	0	them	TRUE	piece	TRUE
dat-3288	US	SWBD	1320	F	1962	A: I bet the mayonnaise in there makes it really, #kind of gives it a# -- //B: #Yeah, it gives it a, an extra# -- //A: -- #tang that would be good.# //B: -- #yeah, little tang.#	y	NA	A	D	gives	NA	it	it	P	I	Definite	1	0	0	0	0	0	0	an extra little tang	tang	N	I	Indefinite	4	0	0	0	0	0	0	0	it	TRUE	tang	TRUE
dat-3289	US	SWBD	1321	M	1959	B: I've never really written it down, but they never give me any specs on it, I've just [child_talking] kind of had a variance of it, you know, every time I go in, and it gets pretty close. You've just got to watch how much spinach you put in there. You've got to put it a little bit at a time. It should be a, uh,	y	NA	C	D	give	NA	me	me	P	A	Definite	1	0	0	0	0	0	0	any specs on it	specs	N	I	Indefinite	4	0	0	0	0	0	0	0	me	TRUE	specs	TRUE
dat-3290	US	SWBD	1324	F	1954	A: And she's on the yearbook staff and things like that so I can help her with that and she gives me ideas for my writing too #so.# //B: #Uh-huh.#	y	NA	C	D	gives	NA	me	me	P	A	Definite	1	0	0	0	0	0	0	ideas for my writing	ideas	N	I	Indefinite	4	0	0	0	0	0	0	0	me	TRUE	ideas	TRUE
dat-3291	US	SWBD	1349	F	1965	creative, //B: [Laughter]. //A: but not the ones that give me the ability to be. //B: That's right. //A: So, I always try.	y	NA	A	D	give	NA	me	me	P	A	Definite	1	0	0	0	0	0	0	the ability to be	ability	N	I	Definite	4	0	0	0	0	0	0	0	me	TRUE	ability	TRUE
dat-3292	US	SWBD	1357	F	1936	radio shows here in the Dallas market regarding income taxes, make sure every one pays the right amount. And I am convinced that, uh, most people try to, uh-huh, cheat ever so slightly on their tax returns, only because, uh, the way the I R S does things. They're not going to give you any breaks. I mean, they, they encourage you to cheat, because if you should get audited, they're going to get you for everything and some more on top of that. //A: And then they're going to tax you on that for, or they're going to give you an interest on it --	y	NA	A	D	give	NA	you	you	P	A	Definite	1	0	0	0	0	0	0	an interest on it	interest	N	I	Indefinite	4	0	0	0	0	0	0	0	you	TRUE	interest	TRUE
dat-3293	US	SWBD	1359	M	1952	B: Well, maybe that's what you ought to get them for Christmas #[laughter].# //A: #Yeah, really. Well, actually,# I think one year several years ago I did give them a, a subscription to TIME -- //B: Uh-huh. //A: -- and they never said a word about it #you know,#	y	NA	A	D	give	NA	them	them	P	A	Definite	1	0	0	0	0	0	0	a subscription to Time	subscription	N	I	Indefinite	4	0	0	0	0	0	0	0	them	TRUE	subscription	TRUE
dat-3294	US	SWBD	1370	M	1964	A: -- so we had to, we had to give him a tomato, tomato juice bath, and, uh, get him cleaned up, //B: Yeah, they um, ours would still back up to the dog or cat when he got mad and try to perfume them, but --	y	NA	A	D	give	NA	him	him	P	A	Definite	1	0	0	0	0	0	0	a tomato juice bath	bath	N	I	Indefinite	4	0	0	0	0	0	0	0	him	TRUE	bath	TRUE
dat-3295	US	SWBD	1381	F	1924	A: #[Laughter]# Oh, I know, I know so, but I would like so much for these Rangers to get their act together and give , um, [lipsmack] oh, uh, Nolan Ryan the support he needs.	y	NA	A	D	give	NA	Nolan Ryan	Nolan Ryan	N	A	Definite-pn	2	0	0	0	0	0	0	the support he needs	support	N	I	Definite	4	0	0	0	0	0	0	0	ryan	TRUE	support	TRUE
dat-3296	US	SWBD	1385	F	1956	B: Here, here are your choices. You can be a doctor, a lawyer, an architect, uh, he gave me a list of choices, all, you know, the different professions, and I was kind of like, I didn't even know, you know,	y	NA	C	D	gave	NA	me	me	P	A	Definite	1	0	0	0	0	0	0	a list of choices	list	N	I	Indefinite	4	0	0	0	0	0	0	0	me	TRUE	list	TRUE
dat-3297	US	SWBD	1385	F	1956	@B: Well, to be honest, they didn't really do a lot. I mean, my dad sat me down, I guess in junior high, and said, um, that, I guess they had called him from the school and, you know, when they start giving you all those standardized tests and everything, and, you know, Dad said, well, you know, you're a smart kid, so you're going to college and you're going to graduate school. So decide now, what do you want to be.	y	NA	A	D	giving	NA	you	you	P	A	Definite	1	0	0	0	0	0	0	all those standardized tests	tests	N	I	Definite	4	0	0	0	0	0	0	0	you	TRUE	test	TRUE
dat-3298	US	SWBD	1389	F	1971	A:  But, this is a extra long one. //B:  What's that? //A:  They're giving us a lot of time [laughter]. //B:  Oh, yeah. //A:  [Laughter].	y	NA	A	D	giving	NA	us	us	P	A	Definite	1	0	0	0	0	0	0	a lot of time	time	N	T	Indefinite	4	0	0	0	0	0	0	0	us	TRUE	time	TRUE
dat-3299	US	SWBD	1393	F	1935	A: It's called HOOK. It's, //B: HOOK, yes. Again, I've heard mixed reviews on that, you know. I think this morning K R L D had a, gave it a, a six or something, which for him is probably pretty good. //A: Well, the newspaper suggested,	y	NA	A	D	gave	NA	it	it	P	I	Definite	1	0	0	0	0	0	0	a six or something	six	N	I	Indefinite	4	1	0	0	0	0	0	0	it	TRUE	six	TRUE
dat-3301	US	SWBD	1394	F	1931	A: To give them the care they need. //B: Uh-huh, that's true. If you have to work, you know, you don't have a choice.	y	NA	A	D	give	NA	them	them	P	A	Definite	1	0	0	0	0	0	0	the care they need	care	N	I	Definite	4	0	0	0	0	0	0	0	them	TRUE	care	TRUE
dat-3302	US	SWBD	1402	M	1924	A: My goodness gracious. That, uh, gives you a lot of work, doesn't it. //B: Yes. The, the first two was planned. The last one was an accident. //A: Uh-huh.	y	NA	A	D	gives	NA	you	you	P	A	Definite	1	0	0	0	0	0	0	a lot of work	work	N	I	Indefinite	4	0	0	0	0	0	0	0	you	TRUE	work	TRUE
dat-3303	US	SWBD	1403	NA	NA	A:  It's kind of hard to, to get an even keel on that. I mean, it's really hard to say, well, there's, you know, a hundred thousand per year affected by this one so let's give it this amount, and then this other one's only a tenth of that, so give it a tenth of that and, and just keep [breathing] doling it out that way or,	y	NA	T	D	give	NA	it	it	P	I	Definite	1	0	0	0	0	0	0	a tenth of that	that	D	I	Indefinite	4	0	1	0	0	0	0	0	it	TRUE	that	TRUE
dat-3304	US	SWBD	1406	M	1954	A: I belie-, yeah seventy-fifth anniversary. So in addition to everything else we got off the car, all we had to do is show them our, uh, papers on our first car, and they gave us another four hundred dollars off on it. So we, we got a four door this time, and I sort of went more for the, uh, the comfort factor, and, uh, I liked the smaller cars, but I'm a bigger person, and I, I really like comfort, you know, driving along the road and stuff.	y	NA	A	D	gave	NA	us	us	P	A	Definite	1	0	0	0	0	0	0	another four hundred dollars off	dollars	N	I	Indefinite	5	0	0	0	0	0	1	0	us	TRUE	dollar	TRUE
dat-3305	US	SWBD	1407	M	1949	@A:  Um, I haven't given this a, a lot of thought. I'm, uh, that, that's a whole, pleased with the pr-, practice that is they, I, uh, I don't, ((you would favor)) invasions of privacy on the other hand that's arguable but that, that, uh, people who's jobs are critical to public safety should have to meet special standards. Uh, I haven't given this matter enough thought.	y	NA	A	D	given	NA	this matter	matter	N	I	Definite	2	0	0	0	0	0	0	a lot of thought	thought	N	I	Indefinite	4	0	0	0	0	0	0	0	matter	TRUE	thought	TRUE
dat-3306	US	SWBD	1408	F	1961	something, I'll put a little bit of bouillon in there just to -- //A: Yeah, (( )) flavor. //B: -- give it a little extra flavor. //A: Uh-huh. Yeah.	y	NA	A	D	give	NA	it	it	P	I	Definite	1	0	0	0	0	0	0	a little extra flavor	flavor	N	I	Indefinite	4	0	0	0	0	0	0	0	it	TRUE	flavor	TRUE
dat-3307	US	SWBD	1410	F	1955	@B: Well, yes, I do. Um, I think I'm concerned about the large number of children that each teacher is expected to, to deal with in some quality way. I think maybe we've given our teachers a almost impossible job. //A: I agree. //B: Do you? Do you have children in the public school system?	y	NA	A	D	given	NA	our teachers	teachers	N	A	Definite	2	0	0	0	0	0	0	an almost impossible job	job	N	I	Indefinite	4	0	0	0	0	0	0	0	teacher	TRUE	job	TRUE
dat-3308	US	SWBD	1410	F	1955	B: [Breathing] I really don't know. I'm, I'm not into [breathing], uh, heavy government legislate-, legislating of a lot of different areas, but I [breathing], I don't know. I just, I do particularly find it annoying. Uh, [noise] [lipsmack] I'm really not sure. I haven't given that a lot of thought if, if it should, should go, you know --	y	NA	A	D	given	NA	that	that	D	I	Definite	1	0	0	0	0	0	0	a lot of thought	thought	N	I	Indefinite	4	0	0	0	0	0	0	0	that	TRUE	thought	TRUE
dat-3309	US	SWBD	1414	F	1941	A: You can, did they give you a number to call? //B: Right, and eight hundred number. //A: You can start calling in whenever it's convenient for you but you can only	y	NA	C	D	give	NA	you	you	P	A	Definite	1	0	0	0	0	0	0	a number to call	number	N	I	Indefinite	4	0	0	0	0	0	0	0	you	TRUE	number	TRUE
dat-3310	US	SWBD	1418	M	1970	B: -- uh, I've, I've got a sixty-six Mustang out in the back that I've been trying to get running here lately that's giving me a lot of problems, the clutch and stuff, and working outright, and every time I try to put the battery in it doesn't have enough charge on it, so I have to take it over to a friend's house and get it charged up again, and try it again. It rained here all	y	NA	A	D	giving	NA	me	me	P	A	Definite	1	0	0	0	0	0	0	a lot of problems	problems	N	I	Indefinite	4	0	0	0	0	0	0	0	me	TRUE	problems	TRUE
dat-3311	US	SWBD	1420	M	1966	A: Well, somebody has to do it, //B: That's right, you know. //A: give you a little Christmas money, any way. //B: That's correct. Well, what are your hobbies? //A: Well, I, I kind of have hobby fads, I guess.	y	NA	A	D	give	NA	you	you	P	A	Definite	1	0	0	0	0	0	0	a little Christmas money	money	N	I	Indefinite	4	0	0	0	0	0	0	0	you	TRUE	money	TRUE
dat-3312	US	SWBD	1421	M	1962	A: You're probably drained, and probably exercising probably wouldn't help. //B: Well, I don't, I don't know. They say once you get in a routine of exercising it gives you a lot more ener-, energy. I know when I ran, um, I kind of got like addicted to it.	y	NA	A	D	gives	NA	you	you	P	A	Definite	1	0	0	0	0	0	0	a lot more energy	energy	N	I	Indefinite	4	0	0	0	0	0	0	0	you	TRUE	energy	TRUE
